MOTIVO_CURADORIA;NU_ANO_CENSO;CO_IES;NO_IES;CO_CURSO;NO_CURSO;DS_TP_MODALIDADE_ENSINO;DS_TP_GRAU_ACADEMICO;CO_ROTULO_AREA;NO_ROTULO_AREA;DS_CLASSIFICACAO_AREA;DS_CRITERIO_ESCOPO;QT_VG_TOTAL;QT_INSCRITO_TOTAL;QT_ING;QT_MAT;ING_POSITIVO;DECISAO_CURADORIA;STATUS_VERIFICACAO_FONTE
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;10;PONTIFÍCIA UNIVERSIDADE CATÓLICA DO PARANÁ;118914;SISTEMAS PARA INTERNET;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1042;UNIVERSIDADE POSITIVO;120477;JOGOS DIGITAIS;Presencial;Tecnológico;0613J01;Jogos digitais;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;10.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1043;CENTRO UNIVERSITÁRIO HERMINIO OMETTO;64352;REDES DE COMPUTADORES;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;2.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1046;UNIÃO DAS FACULDADES DOS GRANDES LAGOS;1059820;SISTEMAS PARA INTERNET;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;261.0;0.0;0.0;7.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1058;Estácio FIB - Centro Universitário Estácio da Bahia;88154;CIÊNCIA DA COMPUTAÇÃO;Presencial;Bacharelado;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;800.0;0.0;0.0;7.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1060;CENTRO UNIVERSITÁRIO DO INSTITUTO DE EDUCAÇÃO SUPERIOR DE BRASÍLIA - IESB;1076542;SEGURANÇA DA INFORMAÇÃO;Presencial;Tecnológico;0615S01;Segurança da informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;35.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1067;FACULDADE DE JUSSARA;1156718;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;90.0;0.0;0.0;17.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1085;FACULDADE METODISTA DE SANTA MARIA;87278;SISTEMAS DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1096;FACULDADE DE PRESIDENTE EPITÁCIO - FAPE;1167906;SISTEMAS PARA INTERNET;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;315.0;0.0;0.0;16.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1118;UNIÃO DAS ESCOLAS DO GRUPO FAIMI DE EDUCAÇÃO;21998;SISTEMAS DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;351.0;0.0;0.0;39.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1120;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA FLUMINENSE;18026;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;34.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1149;CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO;115376;SISTEMAS PARA INTERNET;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;1.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1149;CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO;115428;REDES DE COMPUTADORES;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;15.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1149;CENTRO UNIVERSITÁRIO NOSSA SENHORA DO PATROCÍNIO;1169387;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;24.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1153;UNIVERSIDADE CÂNDIDO MENDES;20061;CIÊNCIA DA COMPUTAÇÃO;Presencial;Bacharelado;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;74.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1153;UNIVERSIDADE CÂNDIDO MENDES;66489;SISTEMA DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;9.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1175;FACULDADE ESTÁCIO DO RIO GRANDE DO SUL - ESTÁCIO FARGS;1113749;SISTEMAS PARA INTERNET;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;480.0;0.0;0.0;10.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;11750;FACULDADE PITÁGORAS DE VOTORANTIM - SOROCABA;5000325;CIÊNCIA DA COMPUTAÇÃO;Presencial;Bacharelado;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;12;UNIVERSIDADE FEDERAL DO RIO GRANDE;1298919;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;30.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1208;FAL ESTÁCIO - FACULDADE ESTÁCIO DE NATAL;72473;BANCO DE DADOS;Presencial;Tecnológico;0612B01;Banco de dados;CINE;CINE área geral 6 Computação/TIC;120.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;12136;FACULDADE DE TECNOLOGIA DO RIO DE JANEIRO;1049899;REDES DE COMPUTADORES;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;187.0;0.0;0.0;11.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1230;CENTRO REGIONAL UNIVERSITÁRIO DE ESPÍRITO SANTO DO PINHAL;19687;CIÊNCIA DA COMPUTAÇÃO;Presencial;Bacharelado;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;2.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;126;INSTITUTO NACIONAL DE TELECOMUNICAÇÕES;1073098;REDES DE COMPUTADORES;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;2.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1280;Faculdade Estácio Cotia;47601;SISTEMAS DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;200.0;0.0;0.0;2.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1281;FACULDADE DE CIÊNCIAS SOCIAIS E AGRÁRIAS DE ITAPEVA;113116;SISTEMA DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;1.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1292;FACULDADES ADAMANTINENSES INTEGRADAS;19828;PROCESSAMENTO DE DADOS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;100.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;13;UNIVERSIDADE DE CAXIAS DO SUL;64929;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;8.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1324;FACULDADE DE INFORMÁTICA LEMOS DE CASTRO;19989;SISTEMAS DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;404.0;0.0;0.0;86.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;138;CENTRO UNIVERSITÁRIO BARÃO DE MAUÁ;1147470;SISTEMAS PARA INTERNET;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;1.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1400;FACULDADE DA INDÚSTRIA SÃO JOSÉ DOS PINHAIS;72559;REDES DE COMPUTADORES;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;4.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1403;FACULDADE DE PIMENTA BUENO;99660;SISTEMA DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;14.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;143;UNIVERSIDADE DE UBERABA;123803;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;EaD;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;70.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;143;UNIVERSIDADE DE UBERABA;76670;SISTEMAS DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;50.0;0.0;0.0;2.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1445;CENTRO UNIVERSITÁRIO DO INSTITUTO MAUÁ DE TECNOLOGIA;100610;GESTÃO DA TECNOLOGIA DA INFORMAÇÃO;Presencial;Tecnológico;0612G01;Gestão da tecnologia da informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1457;Faculdade Estácio Euro- Panamericana de Humanidades e Tecnologias - Estácio EUROPAN;56454;SISTEMAS DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;480.0;0.0;0.0;31.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1491;CENTRO UNIVERSITÁRIO INTERNACIONAL;112258;SISTEMAS PARA INTERNET;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;7.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;15;UNIVERSIDADE CATÓLICA DE PETRÓPOLIS;103228;SISTEMAS DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;120.0;0.0;0.0;4.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;15;UNIVERSIDADE CATÓLICA DE PETRÓPOLIS;1329;CIÊNCIA DA COMPUTAÇÃO;Presencial;Bacharelado;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;120.0;0.0;0.0;2.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1504;FACULDADE MAURÍCIO DE NASSAU DE MACEIÓ;1108555;REDES DE COMPUTADORES;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;240.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;15059;UNIVERSIDADE FEDERAL DO OESTE DO PARÁ;1187671;CIÊNCIA DA COMPUTAÇÃO;Presencial;Bacharelado;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;119.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1567;FACULDADE VIZINHANÇA VALE DO IGUAÇU;109804;SISTEMAS PARA INTERNET;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;19.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;15680;Fatec Cruzeiro - Prof. Waldomiro May;1150251;BANCO DE DADOS;Presencial;Tecnológico;0612B01;Banco de dados;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;33.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;15680;Fatec Cruzeiro - Prof. Waldomiro May;1150255;REDES DE COMPUTADORES;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;9.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;15745;Faculdade de Tecnologia de São Caetano do Sul;5000758;SISTEMAS DE INFORMAÇÃO;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;2.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1578;INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA SUL-RIO-GRANDENSE;107544;SISTEMAS PARA INTERNET;EaD;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;104.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1581;FACULDADE DA CIDADE DE SANTA LUZIA;79758;SISTEMA DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;28.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1583;FACULDADE DE TECNOLOGIA DE INDAIATUBA;1150485;BANCO DE DADOS;Presencial;Tecnológico;0612B01;Banco de dados;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;3.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1584;FACULDADE DE TECNOLOGIA DE GUARATINGUETÁ;94824;INFORMÁTICA;Presencial;Tecnológico;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;1.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1601;FACULDADE CIDADE DE COROMANDEL;1100858;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;100.0;0.0;0.0;10.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;161;CENTRO UNIVERSITÁRIO ASSUNÇÃO;18180;CIÊNCIA DA COMPUTAÇÃO;Presencial;Bacharelado;0614C01;Ciência da computação;CINE;CINE área geral 6 Computação/TIC;0.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;161;CENTRO UNIVERSITÁRIO ASSUNÇÃO;54367;ENGENHARIA DA COMPUTAÇÃO;Presencial;Bacharelado;0714E04;Engenharia de computação (DCN Engenharia);CINE;CINE rótulo 0714E04 Engenharia de Computação;0.0;0.0;0.0;5.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;1618;INSTITUTO BLUMENAUENSE DE ENSINO SUPERIOR;1075747;SISTEMAS PARA INTERNET;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;201.0;0.0;0.0;2.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;163;UNIVERSIDADE ESTÁCIO DE SÁ;111446;REDES DE COMPUTADORES;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;100.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;163;UNIVERSIDADE ESTÁCIO DE SÁ;1188146;SISTEMAS DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;60.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;163;UNIVERSIDADE ESTÁCIO DE SÁ;50130;SISTEMAS DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;85.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;163;UNIVERSIDADE ESTÁCIO DE SÁ;60318;REDES DE COMPUTADORES;Presencial;Tecnológico;0612R01;Redes de computadores;CINE;CINE área geral 6 Computação/TIC;240.0;0.0;0.0;1.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;163;UNIVERSIDADE ESTÁCIO DE SÁ;60320;SISTEMAS PARA INTERNET;Presencial;Tecnológico;0615S03;Sistemas para internet;CINE;CINE área geral 6 Computação/TIC;160.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;163;UNIVERSIDADE ESTÁCIO DE SÁ;69381;SISTEMAS DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;80.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;163;UNIVERSIDADE ESTÁCIO DE SÁ;74748;SISTEMAS DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;80.0;0.0;0.0;3.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;163;UNIVERSIDADE ESTÁCIO DE SÁ;80439;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;40.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;163;UNIVERSIDADE ESTÁCIO DE SÁ;80441;ANÁLISE E DESENVOLVIMENTO DE SISTEMAS;Presencial;Tecnológico;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;60.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
"QT_INSCRITO_TOTAL igual a zero; o dado nao distingue zero real de campo nao informado";2015;163;UNIVERSIDADE ESTÁCIO DE SÁ;82827;SISTEMAS DE INFORMAÇÃO;Presencial;Bacharelado;0615S02;Sistemas de informação;CINE;CINE área geral 6 Computação/TIC;100.0;0.0;0.0;0.0;nao;"manter; zero pode ser campo nao informado; nao usar em medias de demanda";"pendente; triagem automatica nao confirma preenchimento da IES"
